epochs,EmbeddingSimilarity,nll-test,tei,
1,-1.1389444796100825,6.071123,0.49022744099299115,
6,-0.6836663522948432,3.9506843,0.7366527040799459,
10,-0.48456116051884907,3.823493,2.9668638706207275,
